"titlu_proiect","nume_beneficiar","nume_operatiune","fonduri_ue","buget_national","contributie_beneficiar","Cheltuieli neeligibile","total_valoare_proiect"
"PARTICIPARE LA T�RGUL INTERNATIONAL BIFE-TIMB 2009 BUCURE?TI","MJLLEFIORI SRL","Axa    Prioritar?    1/    DMI    1.1.3.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM/ C -Sprijin    pentru    accesul    pe    noi    pie?e    ?i interna?ionalizare",41386,6737,34647,15726,98496
"DEZVOLTAREA COMPANIEI PRIN INVESTITE IN TEHNOLOGIA IT","ELASTER SERV S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",40298,9075,12343,13666,75382
"CERTIFICAREA      U?ILOR      ?I      FERESTRELOR PRODUSE DE S.C. APICOM S.R.L.","S.C. APICOM S.R.L.","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",40104,6529,31088,14767,92488
"Cre?terea    eficien?ei     activit??ii     Soft    Expert    prin implementarea   de   echipamente   TIC   performante   ?i conectarea la internet de mare vitez?","SOFT EXPERT S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",40032,9015,20883,20828,90758
"Certificare produs, certificare management de mediu ?i siguran?? ocupa?ional?","Aldoor Systems SRL","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",39250,6390,19560,11147,76347
"Cre?terea     competitivit??ii     ABA     MANAGEMENT S.R.L.prin    conectarea     la     internet     broadband     ?i achizi?ionarea de echipamente conexe","ABA Management S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",38990,8780,11942,11940,71652
"Un pas spre viitor","INCOM SA.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",38602,8693,11825,20960,80080
"INTERNET - NOI ORIZONTURI","PREFCON S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",38589,8690,12742,12979,73001
"Sporirea   gradului   de   utilizare   TIC   pentru   cre?terea productivit??ii","Lasting Consult S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",38492,8668,11790,11201,70151
"Cre?terea   calit??ii   serviciilor   medicale   in   municipiul Ramnicu V�lcea prin modernizarea infrastructurii TIC","SANMEDS.RL.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",38451,8659,15703,41173,103986
"Avis click - conectare TIC","AVIS S.RL.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",37880,8530,11603,11023,69036
"MODERNIZAREA                          INFRASTRUCTURII INFORMATICE LA VILLEX S.R.L.","VILLEX S.RL.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",37315,8403,11430,14242,71390
"ACCESUL APPANER LA BROADBAND SI SERVICII CONEXE","ASOCIA?IA PRODUC?TORILOR DE PIESE AUTO DIN NORD ESTUL ROM�NIEI","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",36693,8263,2366,45056,92377
"Dezvoltarea infrastructurii funda?iei Tranzit","FUNDA?IA TRANZIT","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",36664,8256,2364,13617,60901
"Dezvoltarea competitivit??ii serviciilor SC LAB EXPERT SRL prin evaluarea pie?ei  analizelor de  materiale  de construc?ii ?i a dinamicii acesteia","SC LAB EXPERT SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",36490,5940,18933,11659,73022
"Performan??     ?i     competivitate     prin     modernizarea managementului la SC GIP MIOLDOVA SA","SC GIP MIOLDOVA SA","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",36490,5940,18186,13681,74296
"Sprijin   pentru   implementarea   proiectului   ""   Achizi?ie utilaje    ?i   mijloace   de   transport   pentru   exploatare forestier? �n localitatea Iar?, com. Iar?, Jud. Cluj  prin schema de ajutor de stat - XS 28/123F/2008""","SC C&I LEMN CONSTRUCT","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",36490,5940,18843,11642,72915
"PARTICIPARE    LA    T�RGUL    INTERNATIONAL WATCHES AND JEWELS 2009 PRAGA","MJLLEFIORI SRL","Axa    Prioritar?    1/    DMI    1.1.3.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM/ C -Sprijin    pentru    accesul    pe    noi    pie?e    ?i interna?ionalizare",35756,5821,30283,13654,85514
"IMPLEMENTARE      ?I      CERTIFICARE      SISTEM INTEGRAT DE MANAGEMENT","RAF PRODUC?IE SRL","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",35467,5774,17675,11194,70109
"Programul  pera?ional   sectorial  cre?terea  competivit??ii economice,   sprijin  pentru  implementarea   standardelor interna?ionale: implementare ?i certificare sistem integrat de management","AUTOHAUS SERVICE SRL","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",35427,5767,17655,11181,70031
"IMPLEMENTAREA             ?I             CERTIFICAREA STANDARDELOR          INTERNA?IONALE          DE CALITATE      SI      MEDIU      ?I      CERTIFICAREA LUCR?RILOR EXECUTATE","SC. PETRIPAV CONSTRUCT SRL","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",35048,5706,17466,12752,70972
"Programul Opera?ional Sectorial Cre?terea Competivit??ii Economice,  Sprijin pentru implementarea  standardelor interna?ionale:       Certificare      Sistem      Integrat      de Management","MOBILAIUD SRL","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",34964,5692,17424,11035,69115
"Cre?terea    competitivit??ii    Climarol    prin    tehnologia informa?iei","CLIMAROL PREST S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",34811,7839,11203,12412,66265
"Competitivitate prin dezvoltare I.T. 2008","Tipografia Deico S.R.L","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",34187,7699,10472,10808,63165
"Dotarea    cu    tehnologie    informa?ionala    a   Dynamic Bussines S.R.L. ""Dynamit""","Dynamic Bussines S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",34161,7693,10463,19227,71543
"Conectarea la internet ?i achizi?ionarea echipamentelor conexe","INCARTURS.RL.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",33841,7621,10365,10038,61865
"Cre?terea productivit??ii,  calit??ii ?i grija fa?? de mediul �nconjur?tor prin certificarea sistemului de management al    calit??ii    ?i    al    mediului    la    SC    ROMTEHNIC CONSTRUCT SRL","SC ROMTEHNIC CONSTRUCT SRL","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",33637,5476,16763,10616,66491
"Acces la informa?ie si comunicare rapida prin internet de mare viteza","PLUS EVIAGE S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",33620,7571,10298,9783,61272
"�mbun?t??irea  nivelului  de  comunicare  a   AVOSTAR IMEX  S.R.L.  cu sprijinul IT&C, �n vederea cre?terii productivit??ii angaja?ilor no?tri ?i satisfacerea clien?ilor.","AVOSTAR IMEX S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",33615,7570,10296,12601,64082
"ARTBIT","DANTMATED STUDIO S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",33227,7482,10177,57688,108575
"Cre?terea competitivit??ii economice al MADEX-CONT S.R.L   prin   conectarea   la   internet   tip   broadband   ?i achizi?ionarea de echipamente IT","MadexContS.RL.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",33049,7442,10123,18694,69307
"Studiu  ?i   strategie  de  management  pentru  sprijinirea consolid?rii ?i dezvolt?rii PaldArt �n contextul situa?iei economice actuale","SC PALDART SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",32680,5320,16286,0,54286
"Strategie de mediatizare  ?i plan de promovare pentru Oferta ce include noi servicii cu valoare ad?ugat?","SC VIA GRANITO SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",32680,5320,16286,0,54286
"Strategie de mediatizare  ?i plan de promovare pentru implementarea programului intern - ""Mobilier office nou ?i second hand""","SC PALDART SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",32680,5320,16286,0,54286
"Studiu ?i strategie de management pentru �mbun?t??irea pozi?iei pe pia?? ?i cre?terea competitivit??ii","SC VIA GRANITO SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",32680,5320,16286,0,54286
"ELABORAREA UNUI PLAN DE AFACERI PRIVIND EXTINDEREA   ?I   MODERNIZAREA   ACTIVIT??II DE PRODUC?IE �N CADRUL SC ALLBRIGHT COM SRL","ALLBRIGHT COM SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",32680,5320,26600,0,64600
"Strategie de management pentru consolidarea afacerii �n vederea cre?terii competitivit??ii","SC CMT DESIGN CHROMATIC SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",32680,5320,16286,714,55000
"Dezvoltarea activit??ii societ??ii prin elaborarea unui plan de afaceri","SC LALELE IMPEX SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",32659,5317,16275,10309,64560
"Crearea   serviciului   de   instruire   profesionalizant?   ?i training �n cadrul S.C. Active Training S.R.L. Constan?a","S.C. ACTIVE TRAINING S.RL.","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",32598,5307,16245,10289,64439
"Implementare sistemului de management integrat calitate-mediu","C&D THERM INSTALA?II SRL","Axa    Prioritar?    1/    DMI    1.1.2.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM7 D -Sprijin    pentru    implementarea    standardelor interna?ionale",32123,5229,16008,10139,63500
"Eficientizarea activit??ii  societ??ii  prin realizarea unui plan de afaceri","SC PANEX GRUP SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31829,5181,15863,10045,62917
"PROGNOZAREA    DEZVOLTARE    AFACERII    SC EXPERT   DESIGN ART   SRL   PRIN  �NTOCMIREA UNUI PLAN DE AFACERI","SC EXPERT DESIGN ART SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",31829,5181,15863,10045,62917
"Elaborarea  unui  plan  de  afaceri  pentru  eficientizarea activit??ii societ??ii","SC TELNET COMPUTERS SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31829,5181,15863,10045,62917
"Dezvoltarea   ?i    eficientizarea   activit??ii    firmei    prin elaborarea unui plan de afaceri","SC AUTO WASH IMPEX SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",31829,5181,15863,0,52873
"VALORIFICAREA         OPORTUNIT??ILOR         DE PERFORMAN??   LA    S.C.   GUPI   S.R.L.   PIATRA NEAM?","S.C. GUPI S.RL.","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",31829,5181,15862,11629,64501
"Consultan?? �n afaceri privind preg?tirea ?i extinderea societ??ii pentru un nou domeniu de activitate","SC REM SERV SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31820,5180,15857,10043,62900
"Competitivitate     prin     accesul     pe     noi     pie?e     ?i interna?ionalizare","Angar Prod SRL","Axa    Prioritar?    1/    DMI    1.1.3.    Investi?ii productive ?i preg?tirea pentru competi?ia de pia?? a �ntreprinderilor, �n special IMM/ C -Sprijin    pentru    accesul    pe    noi    pie?e    ?i interna?ionalizare",31734,5166,24600,12875,74375
"Cre?terea  competitivit??ii  Amos  As  Serv  S.R.L.   prin conectarea la Internet band? larg?","AMOS AS SERV S.R.L.","Axa Prioritar? 3/ DMI 3.1 Sus?inerea utiliz?rii tehnologiei        informa?iei        3.1.1.Sprijinirea accesului la Internet ?i la serviciile conexe",31731,7146,9719,53182,101777
"Studiu de fezabilitate �n vederea ob?inerii de finan?are pentru crearea unui nou spa?iu de lucru","SC MA?TER AUTO SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31623,5148,15759,9981,62511
"Dezvoltarea resurselor umane - dezvoltare durabila","SC OTIDISTRIBUTION IA?I SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31620,5147,16233,0,53000
"Excelenta si eficienta prin consultanta","SC VIO CONTEXPERT SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",31620,5147,16233,0,53000
"Strategii pentru dezvoltare durabila","SC ECOINVEST CONSULT SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31620,5147,16233,0,53000
"Perfec?ionarea    Resurselor    Umane    -    Eficienta    si Dezvoltare durabila","SC OTI DISTRE3UTION SUCEAVA SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31620,5147,16233,0,53000
"PERFEC?IONAREA     RESURSELOR     UMANE     -EFICIENTA SI DEZVOLTARE DURABILA","SC OTI DISTRIBUTION VASLUI SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",31620,5147,16233,0,53000
"Dezvoltarea Resurselor Umane - Dezvoltare durabil?","SC OTI DISTRIBUTION IA?I SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31620,5147,16233,0,53000
"Consultanta si management pentru dezvoltarea firmei","SC MEDANAMIN SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultant? acordat IMM",31455,5121,15675,4900,57150
"Sprijinirea SC Agen?ia PONTIC SRL Br?ila �n achizi?ia unui studiu integrat pentru utilizarea de instrumente ?i solu?ii informatice �n domeniul GIS pentru crearea de noi servicii pe pia?a local? ?i regional?","SC AGEN?IA PONTIC SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31405,5113,18259,2921,57698
"MAXIMIZAREA       VALORII       AD?UGATE       IN ACTIVITATEA           DE           PRODUC?IE            SI COMERCIALIZARE A CONFEC?IILOR","ICE ANGEL COM S.R.L.","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31383,5305,19312,10640,66640
"Consultanta   financiara   -   primul   pas   spre   cre?terea competitivit??ii pe criterii de calitate in contextul pie?ei concurentiale europene","GLOBAL SYSTEM S.R.L.","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31343,5102,18223,10387,65054
"Consultan?? �n afaceri privind posibilit??ile de extindere, modernizare ?i dezvoltare a societ??ii","SCAMETISTSRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31304,5096,15600,9880,61880
"Consultan?? �n afaceri privind dezvoltarea domeniului de activitate principal al societ??ii","SC EURODEVIS TUR SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31304,5096,15600,9880,61880
"Strategie    de    dezvoltare    a    Arsenal    Marketing    & Promotion pentru perioada 2008-2010","SC Arsenal Marketing & Promotion SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31287,5093,15592,0,51972
"Eficientizarea activit??ii  societ??ii prin elaborarea unui studiu de fezabilitate","SC PIBIT SRL","Axa   Prioritar?   1/   DMI   1.3.2.   Dezvoltarea durabil? a antreprenoriatului / Sprijin pentru consultan?? acordat IMM",31283,5093,15589,0,51964
