Nazwa beneficjenta,Tytul projektu,Program Operacyjny,Dzialanie,Poddzialanie,Wartosc ogolem,Dofinansowanie publiczne,Rok przyznania dofinansowania,Rok wyplacenia ostatniej raty
"Ryszard Danieluk, Mieczysław Danieluk",Rozwój przedsiębiorstwa poprzez budowę pawilonu produkcyjno-biurowego i zakup wyposażenia,Regionalny Program Operacyjny Województwa Opolskiego,1.1 Rozwój przedsiębiorczości,1.1.2 Inwestycje w mikroprzedsiębiorstwach,"2,087,230.64","500,142.81",2008,2010
Ryszard Jędrychowski Zakład Przerobu Kamienia Budowlanego Export - Import,Wzrost konkurencyjności i innowacyjności firmy poprzez zakup nowego środka trwałego.,Regionalny Program Operacyjny Województwa Świętokrzyskiego,"1.1. Bezpośrednie wsparcie sektora mikro, małych i średnich przedsiębiorstw",,"654,400.00","272,362.50",2009,2010
"Ryszard Kierul Zakład Usługowy Remontowo-Budowlany ""Baks""",Zakup maszyny budowlanej droga do wzrostu konkurencyjnosci oraz dywersyfikacja przychodów z nowej usługi - robót ziemnych.,Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego,1.1.Wzrost konkurencyjności przedsiębiorstw,1.1.9. Inne inwestycje w przedsiębiorstwa,"244,000.00","100,000.00",2008,2009
"Ryszard Krzywicki, Łukasz Krzywicki prowadzący działalność gospodarczą w formie spółki cywilnej pod nazwą OGÓLNOKRAJOWE CENTRUM SZKOLENIOWO-USŁUGOWE „BHP- MEDIQ” SPÓŁKA CYWILNA – RYSZARD KRZYWICKI, ŁUKASZ KRZYWICKI ",Wzrost konkurencyjności firmy BHP-Mediq dzięki uruchomieniu nowych usług szkoleniowych i uruchomieniu produkcji materiałów szkoleniowych,Regionalny Program Operacyjny Województwa Mazowieckiego,1.5. Rozwój przedsiębiorczości,,"325,017.86","167,398.60",2008,2010
"Ryszard Noga Przedsiębiorstwo Wielobranżowe ""NORMET""",Rozwój Przedsiębiorstwa Wielobranżowego NORMET poprzez zakup maszyn i urządzeń,Regionalny Program Operacyjny Województwa Opolskiego,1.1 Rozwój przedsiębiorczości,1.1.2 Inwestycje w mikroprzedsiębiorstwach,"285,495.89","142,913.49",2009,2010
Rzeszowska Agencja Rozwoju Regionalnego S.A. w Rzeszowie,STEP BY STEP- Twoja ścieżka do pracy,Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.1 Wsparcie osób pozostających bez zatrudnienia na regionalnym rynku pracy,"836,190.00","763,428.47",2008,2009
Rzeszowska Agencja Rozwoju Regionalnego S.A. w Rzeszowie,WŁADCY WIEDZY- podnoszenie kwalifikacji licealistów,Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dostępie do edukacji oraz zmniejszanie różnic w jakości usług edukacyjnych,"274,070.00","259,927.38",2008,2010
Rzeszowskie Towarzystwo Pomocy im.św. Brata Alberta w Rzeszowie,Aktywizacja społeczna i zawodowa bezdomnych i ubogich poprzez utworzenie i działanie Centrum Integracji Społecznej przy Rzeszowskim Towarzystwie Pomocy im. św. Brata Alberta w Rzerzowie.,Program Operacyjny Kapitał Ludzki,7.2. Przeciwdziałanie wykluczeniu i wzmocnienie sektora ekonomii społecznej,7.2.1 Aktywizacja zawodowa i społeczna osób zagrożonych wykluczeniem społecznym,"519,615.00","489,308.86",2008,2010
Rzymsko - Katolicka Parafia pod wezwaniem Trójcy Przenajświętszej w Bierawie,Remont Kościoła Parafialnego pod wezwaniem Trójcy Przenajświętszej w Bierawie,Regionalny Program Operacyjny Województwa Opolskiego,5.3 Rozwój kultury oraz ochrona dziedzictwa kulturowego,,"606,928.43","515,889.16",2009,2009
Rzymskokatolicka Parafia św. Mikołaja w Miszewku Strzałkowskim,"""M jak Miszewko""",Program Operacyjny Kapitał Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"49,940.00","49,940.00",2008,2010
S&A S.A.,Podniesienie konkurencyjności firmy poprzez udział w międzynarodowych imprezach gospodarczych w Polsce i zagranicą w roku 2009.,Regionalny Program Operacyjny Województwa Pomorskiego,"1.1. Mikro, małe i średnie przedsiębiorstwa",1.1.2. Małe i średnie przedsiębiorstwa,"286,992.60","106,591.93",2008,2010
Sabaj II Spółka Jawna,Plan rozwoju eksportu wstępnym etapem strategii rozwoju działalności eksportowej w firmie,Program Operacyjny Innowacyjna Gospodarka,6.1. Paszport do eksportu,,"12,500.00","10,000.00",2009,2010
SABAT Sp. z o.o.,Wzrost konkurencyjności przedsiębiorstwa SABAT Sp. z o.o. poprzez zakup innowacyjnych urządzeń.,Regionalny Program Operacyjny Województwa Lubelskiego,1.3. Dotacje inwestycyjne dla małych i średnich przedsiębiorstw,,"783,240.00","384,194.40",2009,2010
SAGNER Andrzej Sadowski,Przygotowanie eksportu bagaznika SAGNER REVOLV,Program Operacyjny Innowacyjna Gospodarka,6.1. Paszport do eksportu,,"15,250.00","10,000.00",2009,2010
SAKOMET Zakład Produkcyjno-Handlowy Sakowicz Kazimierz,Zakup nowoczesnych maszyn CNC do Zakładu Produkcyjno-Handlowego SAKOMET,Regionalny Program Operacyjny Województwa Podlaskiego,1.4 Wsparcie inwestycyjne przedsiębiorstw,1.4.2 Małe i średnie przedsiębiorstwa,"503,710.20","247,726.32",2008,2010
SALDROG spółka z ograniczoną odpowiedzialnością,Wdrożenie nowej technologii produkcji i świadczenia usług poprzez zakup kombajnu do cienkich dywaników na zimno wraz z urządzeniami peryferyjnymi,Regionalny Program Operacyjny Województwa Zachodniopomorskiego,1.1. Wzrost konkurencyjności przedsiębiorstw poprzez innowacyjne inwestycje,1.1.2. Inwestycje w małe i średnie przedsiębiorstwa,"841,800.00","345,000.00",2008,2009
SALDROG spółka z ograniczoną odpowiedzialnością,Doradztwo inwestycyjne przy opracowaniu Biznes Planu inwestycji zakupu nowej linii technologicznej,Regionalny Program Operacyjny Województwa Zachodniopomorskiego,1.3. Zaawansowane usługi wsparcia dla przedsiębiorstw,1.3.1. Specjalistyczne doradztwo dla MSP,"23,881.50","9,787.50",2008,2009
Salon fryzjersko-Kosmetyczny Bella Europejskie Centrum Kształcenia Alina Bucholc,"Dostosowanie kwalifikacji powiatów m.Gdańsk, m.Sopot, m.Gdynia w zawodach fryzjersko - kosmetycznych do wymogów europejskiego rynku pracy",Program Operacyjny Kapitał Ludzki,8.1. Rozwój pracowników i przedsiębiorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsiębiorstw,"341,904.00","341,828.14",2008,2010
Salon fryzjersko-kosmetyczny De Legge Jolanta De Legge,Rozbudowa salonu fryzjersko- kosmetycznego De Legge celem świadczenia nowej usługi,Regionalny Program Operacyjny Województwa Opolskiego,1.1 Rozwój przedsiębiorczości,1.1.2 Inwestycje w mikroprzedsiębiorstwach,"143,420.00","50,769.57",2008,2010
Salon Kosmetyczny Spa Rosarium Łopuska Elżbieta Marta,Wysoki standard usług salonu kosmetycznego poprzez wyposażenie w nowoczesne urządzenia,Regionalny Program Operacyjny Województwa Podlaskiego,1.4 Wsparcie inwestycyjne przedsiębiorstw,1.4.1 Mikroprzedsiębiorstwa,"437,253.13","177,310.00",2008,2010
Salon Optyczny - Beata Brillowska,Zakup nowoczesnych urządzeń i specjalistycznego oprogramowania wprowadzający innowacyjny proces technologiczny w Salonie Optycznym w Kartuzach.,Regionalny Program Operacyjny Województwa Pomorskiego,"1.1. Mikro, małe i średnie przedsiębiorstwa",1.1.1. Mikroprzedsiębiorstwa,"145,680.00","46,834.10",2008,2009
"Salon Optyczny ""AUGEN""",Wzrost konkurencyjności salonu Optycznego poprzez zakup nowoczesnych urządzeń.,Regionalny Program Operacyjny Województwa Małopolskiego,2.1. Rozwój i podniesienie konkurencyjności przedsiębiorstw,Schemat A: Bezpośrednie wsparcie inwestycji w  MŚP,"135,420.00","44,400.00",2008,2010
Salon Urody i Odnowy Biologicznej Daphne,Wzmocnienie konkurencyjności Firmy poprzez unowocześnienie wyposażenia oraz zmianę stosowanych rozwiązań technologicznych na sprzyjające poprawie BHP,Regionalny Program Operacyjny Województwa Małopolskiego,2.1. Rozwój i podniesienie konkurencyjności przedsiębiorstw,Schemat A: Bezpośrednie wsparcie inwestycji w  MŚP,"195,029.00","53,137.20",2008,2010
"Salonik MAGDA M. makijaż, rekonstrukcja, przedłużanie i zdobnictwo paznokci Magdalena Mróz",Wprowadzenie nowych usług oraz modernizacja lokalu firmy Salonik Magda M.,Regionalny Program Operacyjny Województwa Opolskiego,1.1 Rozwój przedsiębiorczości,1.1.2 Inwestycje w mikroprzedsiębiorstwach,"100,000.00","55,505.74",2008,2010
Samodzielna Publiczna Stacja Pogotowia Ratunkowego i Transportu Sanitarnego w Zamościu,Wymiana ambulansów wraz z wyposażeniem na potrzeby ratownictwa medycznego w SP SPRiTS w Zamościu.,Program Operacyjny Infrastruktura i Środowisko,XII.1. Rozwój systemu ratownictwa medycznego,,"1,020,000.00","867,000.00",2008,2010
Samodzielny Publiczny Gminny Zakład Opieki Zdrowotnej,e-Zdrowie w Samodzielnym Publicznym Gminnym Zakładzie Opieki Zdrowotnej w Rybnie,Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego,7.2. Promocja i ułatwianie dostępu do usług teleinformatycznych,7.2.1. Usługi i aplikacje dla obywateli,"95,646.89","76,878.27",2009,2010
Samodzielny Publiczny Szpital Wojewódzki w Gorzowie Wielkopolskim,Zakup gamma-kamery.,Regionalny Program Operacyjny Województwa Lubuskiego,4.1 Rozwój i modernizacja infrastruktury ochrony zdrowia.,4.1.1 Rozwój i modernizacja regionalnej infrastruktury ochrony zdrowia.,"1,524,613.00","1,295,921.04",2009,2010
Samodzielny Publiczny Wojewódzki Szpital Chirurgii Urazowej im. dr Janusza Daaba,Dostawa i montaż rezonansu magnetycznego wraz z projektem i budową pawilonu z pomieszczeniami pod rezonans w SP W. Szpitalu Chirurgii Urazowej im. dr Janusza Daaba w Piekarach Śląskich,Regionalny Program Operacyjny Województwa Śląskiego,9.1. Infrastruktura lecznictwa zamkniętego,,"5,974,092.63","3,854,342.34",2009,2009
Samodzielny Publiczny Wojewódzki Szpital Chirurgii Urazowej im. dr Janusza Daaba,Modernizacja i rozbudowa Pawilonu Diagnostyczno-Zabiegowego w zakresie całodobowego ambulatorium przyszpitalnego SP W Szpitala Chirurgii Urazowej im. dra J. Daaba w Piekarach Śląskich,Regionalny Program Operacyjny Województwa Śląskiego,9.2. Infrastruktura lecznictwa otwartego.,,"5,968,988.80","2,936,675.06",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej,Kompleksowa modernizacja Zakładu Diagnostyki Obrazowej SPZOZ w Międzyrzecu Podlaskim - zakup wysokospecjalistycznych aparatów RTG,Regionalny Program Operacyjny Województwa Lubelskiego,8.3. Ochrona zdrowia,,"1,363,657.00","1,158,210.33",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej ,Zakup specjalistycznego ambulansu z wyposażeniem dla potrzeb ratownictwa medycznego Samodzielnego Publicznego Zakładu Opieki Zdrowotnej w Międzyrzeczu,Program Operacyjny Infrastruktura i Środowisko,XII.1. Rozwój systemu ratownictwa medycznego,,"310,000.00","262,862.50",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej  Ośrodek Profilaktyki i Epidemiologii Nowotworów,Zakup aparatu ultrasonograficznego z urządzeniem do wykonywania biopsji mammotomicznej dla Ośrodka Profilaktyki i Epidemiologii Nowotworów w Poznaniu,Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013,Działanie 5.3. Poprawa warunków funkcjonowania systemu ochrony zdrowia w województwie,,"600,000.00","450,000.00",2009,2009
Samodzielny Publiczny Zakład Opieki Zdrowotnej - Szpital Rejonowy w likwidacji,Zakup tomografu komputerowego oraz cyfrowego aparatu RTG dla Zakładu Diagnostyki Obrazowej w SPZOZ  Szpital Rejonowy w Zabrzu,Regionalny Program Operacyjny Województwa Śląskiego,9.1. Infrastruktura lecznictwa zamkniętego,,"2,929,239.34","2,486,742.43",2009,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej (SP ZOZ) w Lubawce,"""Poprawa jakości opieki zdrowotnej poprzez zakup nowoczesnej aparatury i sprzętu medycznego wraz z wyposażeniem dla Samodzielnego Publicznego Zakładu Opieki Zdrowotnej (SP ZOZ) w Lubawce""",Regionalny Program Operacyjny Województwa Dolnośląskiego,8.1. Poprawa jakości opieki zdrowotnej,,"483,118.30","385,054.26",2008,2010
"Samodzielny Publiczny Zakład Opieki Zdrowotnej ,,Zespół Opieki Zdrowotnej"" w Kłodzku","Poprawa jakości zarządzania poprzez zakup i modernizację systemów wspomagających zarządzanie dla SP ZOZ Kłodzko, ul. Szpitalna 1a",Regionalny Program Operacyjny Województwa Dolnośląskiego,8.1. Poprawa jakości opieki zdrowotnej,,"257,890.14","218,692.09",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej Gminny Zespół Lecznictwa Otwartego w Kietrzu,Bezpieczna Przychodnia - modernizacja pomieszczeń i termomodernizacja budynku Przychodni Rejonowej Gminnego Zespołu Lecznictwa Otwartego w Kietrzu.,Regionalny Program Operacyjny Województwa Opolskiego,5.2 Rozwój bazy medycznej w regionie,5.2.2 Ambulatoryjna opieka medyczna,"755,934.19","627,733.35",2009,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej Nr 1 w Bełżycach,Zakup ambulansu medycznego z wyposażeniem dla Zespołu Specjalistycznego RM SP ZOZ Nr 1 w Bełżycach obsługującego Powiat Lubelski ,Program Operacyjny Infrastruktura i Środowisko,XII.1. Rozwój systemu ratownictwa medycznego,,"441,380.29","307,282.70",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej- Opolskie Centrum Rehabilitacji w Korfantowie,"""Fizjoterapia - nowoczesne metody pracy z pacjentem""
",Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.1 Wsparcie osób pozostających bez zatrudnienia na regionalnym rynku pracy,"183,251.12","105,319.22",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej Rejonowe Pogotowie Ratunkowe w Sosnowcu,Zakup ambulansu w celu obniżenia poziomu śmiertelności oraz skutków powikłań wywołanych wypadkami na terenie Zagłębia Dąbrowskiego.,Program Operacyjny Infrastruktura i Środowisko,XII.1. Rozwój systemu ratownictwa medycznego,,"351,476.00","292,752.75",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej Szpital Powiatowy w Piszu,Doposażenie SPZOZ Szpitala Powiatowego w Piszu w nowoczesny sprzęt i aparaturę medyczną w celu podniesienia standardu i zwiększenia dostępności usług medycznych świadczonych przez Szpital,Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego,3.2. Wysoki poziom zabezpieczenia i dostępności medycznej i opiekuńczej,3.2.1. Infrastruktura ochrony zdrowia,"1,735,157.96","964,236.99",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej Szpital Wielospecjalistyczny w Jaworznie,Modernizacja Szpitala Wielospecjalistycznego w Jaworznie w zakresie wyposażenie w nowoczesny sprzęt medyczny,Regionalny Program Operacyjny Województwa Śląskiego,9.1. Infrastruktura lecznictwa zamkniętego,,"3,993,462.24","3,179,289.83",2009,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej Szpital Wielospecjalistyczny w Jaworznie,Wyposażenie poradni specjalistycznych SP ZOZ Szpitala Wielospecjalistycznego w Jaworznie w nowoczesny sprzęt medyczny,Regionalny Program Operacyjny Województwa Śląskiego,9.2. Infrastruktura lecznictwa otwartego.,,"650,730.50","550,486.94",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej Szpital Wojewódzki w Jeleniej Górze,Informatyzacja Samodzielnego Publicznego Zakładu Opieki Zdrowotnej Szpital Wojewódzki w Jeleniej Górze,Regionalny Program Operacyjny Województwa Dolnośląskiego,8.1. Poprawa jakości opieki zdrowotnej,,"1,400,684.80","1,125,873.28",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Garwolinie,Zakup 2 ambulansów sanitarnych z wyposażeniem na potrzeby specjalistycznego oraz podstawowego Zespołu Ratownictwa Medycznego SP ZOZ w Garwolinie.,Program Operacyjny Infrastruktura i Środowisko,XII.1. Rozwój systemu ratownictwa medycznego,,"858,863.85","623,533.96",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Giżycku,"Doposażenie Pracowni Endoskopowej, Pracowni Bronchoskopii oraz Bloku Operacyjnego SP ZOZ w Giżycku w nowoczesny sprzęt celem poprawy jakości opieki zdrowotnej w powiatach giżyckim i węgorzewskim",Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego,3.2. Wysoki poziom zabezpieczenia i dostępności medycznej i opiekuńczej,3.2.1. Infrastruktura ochrony zdrowia,"892,682.15","699,313.09",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Grodzisku Wielkopolskim,Zakup sprzętu medycznego dla Samodzielnego Publicznego Zakładu Opieki Zdrowotnej w Grodzisku Wielkopolskim,Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013,Działanie 5.3. Poprawa warunków funkcjonowania systemu ochrony zdrowia w województwie,,"1,326,415.76","966,352.99",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Hajnówce,Chirurgia XXI wieku - rozszerzenie zastosowania małoinwazyjnych technik operacyjno - diagnostycznych w SP ZOZ w Hajnówce.,Regionalny Program Operacyjny Województwa Podlaskiego,6.2 Rozwój infrastruktury z zakresu opieki zdrowotnej,,"916,782.99","825,104.68",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Kraśniku,Zwiększenie dostępności do usług medycznych w SP ZOZ w Kraśniku poprzez zakup sprzętu medycznego oraz wdrożenie e-usług medycznych,Regionalny Program Operacyjny Województwa Lubelskiego,8.3. Ochrona zdrowia,,"2,864,579.70","2,252,386.66",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie,Zakup ambulansu wraz z wyposażeniem na potrzeby specjalistycznych i podstawowych zespołów ratownictwa medycznego SPZOZ w Krotoszynie.,Program Operacyjny Infrastruktura i Środowisko,XII.1. Rozwój systemu ratownictwa medycznego,,"315,790.00","268,421.00",2008,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie,Zakup sprzętu medycznego dla Samodzielnego Publicznego Zakładu Opieki Zdrowotnej w Krotoszynie,Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013,Działanie 5.3. Poprawa warunków funkcjonowania systemu ochrony zdrowia w województwie,,"675,424.00","469,079.21",2008,2009
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Krotoszynie,Zakup sprzętu medycznego na potrzeby Bloku Operacyjnego Szpitala Powiatowego Samodzielnego Publicznego Zakładu Opieki Zdrowotnej w Krotoszynie,Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013,Działanie 5.3. Poprawa warunków funkcjonowania systemu ochrony zdrowia w województwie,,"910,866.17","681,700.92",2009,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Likwidacji w Drezdenku ,Termomodernizacja budynków szpitalnych w SPZOZ w Drezdenku,Regionalny Program Operacyjny Województwa Lubuskiego,"3.2 Poprawa jakości powietrza, efektywności energetycznej oraz rozwój i wykorzystanie odnawialnych źródeł energii.",,"1,561,183.07","1,129,302.91",2009,2010
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Łapach,Podniesienie jakości świadczonych usług medycznych w SPZOZ w Łapach poprzez zakup nowoczesnej aparatury medycznej.,Regionalny Program Operacyjny Województwa Podlaskiego,6.2 Rozwój infrastruktury z zakresu opieki zdrowotnej,,"1,223,866.55","896,778.71",2008,2009
Samodzielny Publiczny Zakład Opieki Zdrowotnej w Łazach,Dostosowanie Wiejskiego Ośrodka Zdrowia w Chruszczobrodzie do standardów sanitarnych i medycznych,Regionalny Program Operacyjny Województwa Śląskiego,9.2. Infrastruktura lecznictwa otwartego.,,"422,388.80","322,160.67",2008,2010
