Województwo,Numer i nazwa Priorytetu,Numer i nazwa Dzia_ania,Nazwa beneficjenta,Tytu_ projektu,Data rozpocz_cia realizacji projektu,Data zako_czenia realizacji projektu,Data podpisania umowy,Warto_ci ogó_em projektu
,,,,Edukacja dla bezpiecze_stwa w gminach Ko_o i Babiak,3-Jan-13,1-May-13,27-Feb-13,49608.7
,,,,Edukacja dla bezpiecze_stwa w gminach Golina i Stare Miasto ,2-Feb-13,1-Jun-13,20-Sep-12,48432.29
,,,,"Edukacja dla bezpiecze_stwa w gminach Chodów, Olszówka i Grzegorzew",3-Jan-13,1-May-13,27-Feb-13,49608.7
,,,,"Edukacja dla bezpiecze_stwa w gminach Ko_cielec, K_odawa i D_bie",2-Mar-13,1-Jul-13,27-Feb-13,49524.7
,,,,"Edukacja dla bezpiecze_stwa w gminach: Grodziec, Rychwa_, Rzgów i Stare Miasto",2-Mar-13,1-Jul-13,27-Feb-13,49098.24
,,,,Edukacja dla bezpiecze_stwa w gminie Krzymów,2-Oct-12,1-Feb-13,15-Aug-12,48862.02
,,,Przedszkole Gminne im. Krasnala Ha_aba_y,Sze_ciolatek w _wiecie liter - innowacyjny program rozbudzaj_cy pasj_ czytania i odkrywania tajemnic _wiata,2-Oct-13,1-Apr-14,9-Jan-14,49866.6
,,,,Pi_ciolatek w _wiecie liter - innowacyjny program rozbudzaj_cy pasj_ czytania i odkrywania tajemnic _wiata,2-Oct-13,1-Apr-14,14-Nov-13,49946.8
,,,Przedszkole Miejskie Nr 5 im. Kubusia Puchatka w Gostyniu,"""Do_wiadczalskie Kubusie""",2-Nov-12,1-Dec-13,24-Mar-13,49967
,,,"Przedszkole nr 1 ""T_czowa Lokomotywa"" "," ""Maluchy odkrywaj_ _wiat"" ",2-Jan-14,1-Jul-14,9-Jan-14,49065
,,,Przedszkole nr 1 w Opalenicy ,Ma_y Odkrywca w Przedszkolu - W zaczarowanym _wiecie nauki. ,2-Oct-13,1-Apr-14,7-Nov-13,49932.5
,,,,Ma_y Odkrywca w Przedszkolu - W krainie rado_ci.,2-Oct-13,1-Apr-14,5-Nov-13,49957
,,,Przedszkole nr 1 w Rawiczu ,Ma_y odkrywca i zaginiona wyspa,2-Oct-13,1-Apr-14,8-Dec-13,49984
,,,Przedszkole Nr 3 im. Krasnala Ha_aba_y w Rawiczu,"""Mali twórcy i zaczarowany zaj_czek""",2-Aug-12,1-Nov-13,17-Oct-12,49134
,,,Przedszkole nr 3 Wolsztyn,M_dra zabawa drog_ do sukcesu,2-Mar-13,1-Dec-13,31-Mar-13,49959
,,,Przedszkole Nr 6 w Rawiczu,"""M_dra G_ówka"" w Przedszkolu",2-Aug-12,1-Nov-13,6-Sep-12,49100
,,,Przedszkole Samorz_dowe w Czempiniu,"""Przedszkolak poznaje pi_kny, tajemniczy _wiat""",2-Feb-13,1-Jan-14,15-May-13,50000
,,,,"""Przedszkolacy: poznaj_, odkrywaj_ i chroni_""",2-Feb-13,1-Jan-14,9-May-13,50000
,,,Przedszkole Samorz_dowe w Drzeczkowie,"""Trójstronne wsparcie przedszkolaka""",2-Oct-13,1-Apr-14,7-Nov-13,35620
,,,,ROZWÓJ INTELIGENCJI PRZEDSZKOLAKA,2-Aug-12,1-Aug-13,23-Oct-12,39670
,,,Przedszkole Samorz_dowe w Krzywiniu Oddzia_ w Jerce,Twórczy Przedszkolak,2-Oct-13,1-Apr-14,8-Dec-13,50000
,,,,"""Bystra g_ówka""",2-Oct-13,1-Apr-14,23-Jan-14,49993.5
,,,Przedszkole Samorz_dowe w _miglu,Twórcze My_lenie Przedszkolaka,2-Aug-12,1-Aug-13,1-Oct-12,49349
,,,,"Przedszkole, w którym nie tylko si_ bawimy",2-Jan-13,1-Aug-13,1-Apr-13,27381
,,,Przedszkole-Ochronka Zgromadzenia Sióstr S_u_ebniczek Niepokalanego Pocz_cia NMP im. B_ogos_awionego Edmunda Bojanowskiego,RODZICE DZIECIOM,2-Jun-13,1-Nov-13,17-Oct-13,49902
,,,Publiczne Przedszkole w Obrze,Radosne Brzd_ce,2-Mar-13,1-Dec-13,4-Mar-13,49656.8
,,,Starostwo Powiatowe w Z_otowie / Ognisko Pracy Pozaszkolnej w Z_otowie,Pasje M_odych Trampkarzy,2-Oct-13,1-Apr-14,10-Dec-13,49977
,,,,"""Z BAJK_ PRZEZ _YCIE"" ",2-Jan-14,1-Jul-14,5-Jan-14,48478
,,,"Stowarzyszenie ""Dla Przysz_o_ci""",M_dre dziecko w szkole,2-Oct-12,20-Jun-13,28-Mar-13,49684.4
,,,Stowarzyszenie DOLINA BARYCZY,Spawacz - pracownik poszukiwany,2-Apr-13,1-Jul-13,5-May-13,49999
,,,,Wysokie kwalifikacje gwarancj_ zatrudnienia,5-May-13,1-Aug-13,5-May-13,49999
,,,Stowarzyszenie Edukacyjne im. Królowej Jadwigi,Eureka,2-Sep-13,1-Apr-14,31-Mar-13,49999
,,,Stowarzyszenie Inicjatyw Kulturalo - O_wiatowych w Szamotu_ach,"Uwierzy_ w siebie - Szmotu_y, Pniewy, Duszniki, Ka_mierz",2-Mar-13,1-May-13,15-Apr-13,36172.4
,,,Stowarzyszenie Inicjatyw Spo_ecznych INGA,Wiedza kluczem do skutecznej pomocy ,5-Jan-14,1-May-14,29-Jan-14,47919
,,,Stowarzyszenie Instytut Zachodni,Moda na bezpiecze_stwo - ty te_ b_d_ na czasie,2-Jan-13,1-Jul-13,27-Feb-13,48882
,,,,"Stra_ak - ochotnik, stra_ak - ratownik",2-Sep-13,1-Dec-13,22-Aug-13,44117
,,,Stowarzyszenie Lokalna Grupa Dzia_ania Krajna nad Noteci_,Nowe umiej_tno_vi szans_ na lepsze _ycie,2-Nov-12,1-Dec-13,15-May-13,49850
,,,Stowarzyszenie przyjació_ Rakowni,Poznajemy _wiat,3-Jan-13,1-Feb-14,28-Mar-13,49972
,,,Stowarzyszenie RAZEM DLA POWIATU,"Podniesienie poziomu kwalifikacji stra_aków z terenu Powiatu Ostrzeszowskiego 
w zakresie ratownictwa medycznego - Edycja II",2-Jan-14,1-Mar-14,21-Nov-13,45946.11
,,,,Podniesienie poziomu kwalifikacji stra_aków ochotników z trenu Powiatu Kaliskiego w zakresie ratownictwa medycznego - Edycja III ,2-Nov-13,1-Jan-14,9-Jan-14,46718.19
,,,,Podniesienie poziomu kwalifikacji stra_aków z terenu Powiatu Ostrzeszowskiego w zakresie ratownictwa medycznego,3-Mar-13,1-May-13,26-Mar-13,45686.56
,,,,Podniesienie poziomu kwalifikacji stra_aków ochotników z terenu Powiatu Kaliskiego w zakresie ratownictwa medycznego - Edycja II,6-Jan-13,28-Feb-13,31-Mar-13,47584.35
,,,Stowarzyszenie Razem dla Powiatu,Podniesienie poziomu kwalifikacji stra_aków ochotników z terenu Powiatu Kaliskiego w zakresie ratownictwa medycznego,2-Jun-12,16-Sep-13,13-Aug-12,49273.91
,,,"Stowarzyszenie ""U_miech""",Gimnastyka korekcyjna z U_miechem,2-Feb-13,31-Oct-13,4-Mar-13,49875
,,,,Gala Ta_ca,2-Jan-13,1-Sep-13,4-Mar-13,41539
,,,Stowarzyszenie Wspó_pracy Gminy Lwówek z Zagranic_,Jesie_ z internetem,21-Feb-13,30-Jul-13,26-Mar-13,44500
,,,,Przysz_o__ zwi_zana z internetem w gminie Lwówek,12-Sep-13,19-Dec-13,9-Jan-14,45194
,,,,Podniesienie poziomu kwalifikacji stra_aków ochotników z terenu gminy Lwówek w zakresie ratownictwa medycznego ,6-Oct-13,15-Dec-13,21-Nov-13,41390
,,,Stowwarzyszenie Wspierania Przedsi_biorczo_ci w Ko_cianie,Lepsze kwalifikacje kluczem do przedsi_biorczej przysz_o_ci ,2-Feb-14,1-Jul-14,24-Dec-13,44851
,,,Szkoleniowiec Sp. z o.o.,NAUKA I PRACA LUDZI WZBOGACA - kurs spawania blach i rur spoinami pachwinowymi metod_ MAG,2-Nov-13,1-Feb-14,29-Dec-13,44247.62
,,,Szko_a J_zyków Obcych Premium mgr Marek Wn_k,Bli_ej Edukacji w powiecie krotoszy_skim,6-May-13,1-Nov-13,17-Jul-13,48156.8
,,,,Bli_ej Edukacji w powiecie ko_cia_skim,6-May-13,1-Nov-13,22-Jul-13,50000
,,,,Bli_ej edukacji w powiecie pleszewskim,6-May-13,1-Nov-13,17-Jul-13,47916.8
,,,Szko_a Podstawowa im. Astrid Lindgren w D_browie,"Dopiewska Inicjatywa Edukacyjna w ZSP im. Astrid Lindgren w D_browie: ""Wiedza i umiej_tno_c Paszportem do Przysz_o_ci""",2-Feb-13,1-Sep-13,24-Mar-13,46050
,,,Szko_a Podstawowa im. Fryderyka Chopina w Skórzewie,"Dopiewska Inicjatywa Edukacyjna w Szkole Podstawowej im. Fryderyka Chopina w Skórzewie: ""Wiedza i Umij_tno_ci Paszportem do Przysz_o_ci""",2-Feb-13,1-Nov-13,5-May-13,42200
,,,Szko_a Podstawowa im. J. Brzechwy w Paprotni,Ja id_ do przedszkola ...,16-Oct-12,11-Jul-13,4-Apr-13,49999.4
,,,,To nie takie trudne,14-Oct-12,11-Jul-13,10-Mar-13,49991.38
,,,Szko_a Podstawowa im. Jana Brzechwy w Dopiewie,"Dopiewska Inicjatywa Edukacyjna w Szkole Podstawowej im. Jana Brzechwy w Dopiewie: ""Wiedza i Umiej_tno_ci Paszportem do Przysz_o_ci""  ",2-Jan-14,1-Jul-14,21-Nov-13,49605
,,,Szko_a Podstawowa im. Kardyna_a Stefana Wyszy_skiego w Stobnie,Ja te_ mam talent!,5-Jan-14,1-Jul-14,8-Dec-13,47005
,,,Szko_a Podstawowa im. Marii Konopnickiej w Dopiewcu,"Dopiewska Inicjatywa Edukacyjna w Szkole Podstawowej im. Marii Konopnickiej w Dopiewcu: ""Wiedza i Umiej_tno_ci Paszportem do Przysz_o_ci""",2-Jan-14,1-Jul-14,21-Nov-13,49675
,,,,Nasza _wietlica - wiedzy Ku_nica ,2-Nov-13,1-May-14,1-Dec-13,49318
,,,Szko_a Podstawowa w Konarzewie,"Dopiewska Inicjatywa Edukacyjna w Szkole Podstawowej w Konarzewie: ""Wiedza i Umiej_tno_ci Paszportem do Przysz_o_ci""",2-Feb-13,1-Sep-13,31-Mar-13,48150
,,,Urz_d Gminy Godziec,Historia przez turystyk_ - nauka historii poprzez wycieczki szlakiem wa_nych miejsc historycznych dla uczniów Gimnazjum w Grod_cu ,2-Nov-13,1-May-14,30-Jan-14,49799
,,,,P_ywa_ ka_dy mo_e - projekt nauki i doskonalenia p_ywania dla gimnazjalistów wiejskiej gminy Grodziec ,2-Nov-13,1-May-14,11-Dec-13,49764
,,,Urz_d Gminy Grodziec,"P_ywa_ ka_dy mo_e  - projekt nauki i doskonalenia p_ywania dla uczniów 
Szko_y Podstawowej w Grod_cu",2-Nov-13,1-May-14,10-Dec-13,49764
,,,Urz_d Gminy Grodziec ,Historia przez turystyk_ - nauka historii poprzez wycieczki szlakiem wa_nych miejsc historycznych dla uczniów szkó_ podstawowych z terenu Gminy Grodziec,2-Nov-13,1-May-14,30-Jan-14,49799
,,,Urz_d Gminy i Miasta Nowe Skalmierzyce,Prosto przed siebie ,5-Jan-14,1-Jul-14,10-Nov-13,49960
,,,Urz_d Gminy i Miasta w Witkowie,"Im wi_ksze do_wiadczenie stra_aka, tym wy_sze poczucie bezpie_stwa w otaczaj_cym spo_ecze_stwie",3-Mar-13,1-Aug-13,12-Mar-13,49989.48
,,,Urz_d Gminy Kiszkowo,"Im wi_ksze do_wiadczenie stra_aka, tym wy_sze poczucie bezpiecze_stwa w otaczaj_cycm spo_ecze_stwie",3-Mar-13,1-Aug-13,26-Mar-13,49989.48
,,,Urz_d Gminy Krzemieniewo,Wykwalifikowany kierowca OSP gwarancj_ bezpiecze_stwa gminy,2-Feb-14,31-Jul-14,5-Jan-14,35121
,,,Urz_d Gminy Miedzichowo,Mobilni stra_acy - niezawodny ratunek,2-Nov-13,1-May-14,21-Nov-13,49987
,,,,Wyszkoleni stra_acy ochotnicy ratuj_ _ycie,2-Mar-13,1-Oct-13,10-Mar-13,49170
,,,Urz_d Gminy Niechanowo,"Dodatkowe umiej_tno_ci nabyte w szkoleniach, wy_sze bezpiecze_stwo i wi_ksze mo_liwo_ci",3-Mar-13,1-Aug-13,31-Mar-13,49989.48
,,,Urz_d Gminy Opalenica,Ma_y Odkrywca w Przedszkolu,3-Jun-12,1-Aug-13,2-Aug-12,48790.6
,,,Urz_d Gminy S_upca,Czujni i odpowiedzialni - stra_acy OSP,2-Nov-13,1-Apr-14,15-Jan-14,47937
,,,,Wyszkolony stra_ak - ostoj_ bezpiecze_stwa ,2-Nov-13,1-Apr-14,9-Dec-13,49625
,,,Urz_d Gminy Tarnówka,"Wy_sze kwalifikacje stra_aków OSP, wi_ksze mo_liwo_ci niesienia szybkiej i skutecznej pomocy",3-Mar-13,1-Dec-13,6-Mar-13,49989.48
,,,Urz_d Gminy Wilczyn,Razem na rzecz aktywnej integracji edukacyjnej mieszka_ców Gminy Wilczyn,2-Apr-12,16-Dec-12,27-Feb-12,36350
,,,Urz_d Miasta i Gminy K_pno,Trendy d_ciak ,2-Jun-13,16-Apr-14,4-Mar-14,50000
,,,Urz_d Miasta i Gminy Lwówek,Ma_y odkrywca w przedszkolu - Przygoda na bezludnej wyspie,2-Jan-13,1-Jan-14,14-Jul-13,45301.7
,,,,Ma_y Odkrywca w Przedszkolu,2-Jan-13,1-Jan-14,14-Jul-13,45059.9
,,,Urz_d Miasta i Gminy Lwówek ,"""Genialny umys_ przedszkolaka""",2-Oct-13,1-Apr-14,13-Feb-14,46514
,,,Urz_d Miasta i Gminy Pobiedziska,Podnosz_ swoje kwalifikacje,2-Sep-12,1-May-13,9-Oct-12,48837
,,,Urz_d Miasta i Gminy Wielichowo,"Wykwalifikowany stra_ak OSP, to skuteczniejszy ratunek i satysfakcja dobrze wype_nionego obowi_zku",3-Mar-13,1-Nov-13,10-Mar-13,49989.48
,,,Urz_d Miejski Gminy Rakoniewice,Zaczarowany _wiat ma_ego odkrywcy,2-Oct-13,1-Apr-14,23-Jan-14,49941
,,,Urz_d Miejski w Dobrej,My_l globalnie - poznawaj lokalnie,2-Dec-13,18-May-14,16-Dec-13,49995
,,,"Urz_d Miejski w Obornikach / Przedszkole nr 1 ""Bajeczka""",_wiat Odkrywców - nowoczesne strategie edukacyjne dla dzieci w wieku 3 i 4 lat,2-Oct-13,1-Apr-14,9-Jan-14,45898
,,,Urz_d Miejski w Z_otowie / Miejska Biblioteka Publiczna im. Cypriana Norwida w Z_otowie,"""DOJRZALI ODKRYWAJ_ PASJE""",2-Jan-14,1-Jul-14,15-Dec-13,49970
,,,Wielkopolska Akademia Nauki i Rozwoju Jakub Micha_owski,"Wiedza, umiej_tno_ci, bezpiecze_stwo - projekt specjalistycznych szkole_ dla stra_aków z jednostek OSP z powiatu w_growieckiego",2-Jan-13,1-Aug-13,4-Mar-13,49350.4
,,,,"Wiedza, umiej_tno_ci, bezpiecze_stwo - projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu ostrzeszowskiego",2-Jan-13,1-Aug-13,4-Mar-13,47667.2
,,,,Skuteczna Stra_ - bezpieczny powiat. Projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu krotoszy_skiego.,2-Oct-13,1-Mar-14,14-Nov-13,49944
,,,,"Angielski w przedszkolach - projekt bezp_atnych zaj__ z j_zyka angielskiego w przedszkolach, realizowany na terenie wiejskiej gminy Przem_t.",2-Feb-13,1-Dec-13,4-Mar-13,47402.2
,,,,"Angielski w przedszkolach - projet bezp_atnych zaj__ z j_zyka angielskiego w przedszkolach, realizowany na terenie wiejskiej gminy Lipno.",2-Feb-13,1-Dec-13,4-Mar-13,49928.4
,,,,Skuteczna Stra_ - bezpieczny powiat. Projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu ostrzeszowskiego. ,2-Oct-13,1-Apr-14,14-Nov-13,49998
,,,,"Angielski w przedszkolach - projekt bezp_atnych zaj__ z j_zyka angielskiego w przedszkolach, realizowany na terenie wiejskiej gminy Dopiewo.",2-Feb-13,1-Dec-13,4-Mar-13,49272.2
,,,,"Angielski w przedszkolach - projekt bezp_atnych zaj__ z j_zyka angielskiego w przedszkolach, realizowany na terenie gminy Ka_mierz.",2-Feb-13,1-Dec-13,4-Mar-13,49713.6
,,,,"Angielski w przedszkolach - projekt bezp_atnych zaj__ z j_zyka angielskiego w przedszkolach, realizowany na terenie gminy Czempi_",2-Feb-13,1-Dec-13,4-Mar-13,49975.4
,,,,Skuteczna Stra_ - bezpieczny powiat. Projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu chodzieskiego. ,2-Oct-13,1-Apr-14,14-Nov-13,49962
,,,,Skuteczna Stra_ - bezpieczny powiat. Projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu w_growieckiego.,2-Oct-13,1-Mar-14,14-Nov-13,49994
,,,,Profesjonalna Stra_ - bezpieczny powiat. Projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu krotoszy_skiego. ,2-Oct-13,1-Mar-14,14-Nov-13,49994
,,,Wielkopolska Akademia Nauki i Rozwoju Sp. z o.o,"Angielski w przedszkolach - projekt bezp_atnych zaj__ z j_zyka angielskiego w przedszkolach, realizowany na terenie wiejskiej gminy Piaski",2-Aug-12,1-Aug-13,14-Aug-12,49993.2
,,,,"Angielski w przedszkolach - projekt bezp_atnych zaj__ z j_zka angielskiego w przedszkolach, realizowany na terenie wiejskiej gminy _wi_ciechowa",2-Aug-12,1-Aug-13,14-Aug-12,49993.2
,,,,"Wiedza, umiej_tno_ci, bezpiecze_stwo - projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu chodzieskiego.",2-Jan-13,1-Aug-13,4-Mar-13,48027.2
,,,,"Wiedza, umiej_tno_c, bezpiecze_stwo - projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu krotoszy_skiego",2-Jan-13,1-Aug-13,4-Mar-13,47667.2
,,,,"Wiedza, umiej_tno_ci, bezpiecze_stwo - projekt specjalistycznych szkole_ zawodowych dla stra_aków z powiatu w_growieckiego",2-Jan-13,1-Oct-13,28-Mar-13,49850.4
,,,Wielkopolska Wojewódzka Komenda Ochotniczych Hufców Pracy,Zdobywamy kwalifikacje kucharza - mieszka_cy gminy Ko_cian podejmuj_ inicjatyw_ edukacyjn_ ,2-Jan-14,1-Jun-14,15-Dec-13,47630
,,,Wielkopolskie Stowarzyszenie I-SOS,SOS dla Bursy Szkolnej nr 1,6-Jan-13,1-Dec-13,10-Feb-13,49090
,,,,SOS dla Bursy Szkolnej nr 6,6-Jan-13,1-Dec-13,10-Feb-13,49090
,,,,Kursy dla Bursy Szkolnej nr 6,6-Jan-13,1-Dec-13,10-Feb-13,49590
,,,,Kursy dla Bursy Szkolnej nr 2,6-Jan-13,1-Dec-13,10-Feb-13,49090
,,,Wielkopolskie Stowarzyszenie na Rzecz Rozwoju Obszarów Wiejskich,"Bezpieczny kontakt z wod_ - wsparcie inicjatywy lokalnej grupy uczniów Gimnazjum 
w Ostrowitem w zakresie zdobycia uprawnie_ m_odszego ratownika wodnego ",2-Feb-14,1-Jul-14,16-Jan-14,50000
,,,Wielkopolskie Stowarzyszenie Rozwoju i Promocji Obszarów Wiejskich,Bezpieczne podwórko -akcja promocyjna w powiecie szamotulskim,3-Feb-13,1-Aug-13,26-Feb-13,49000
,,,,Bezpieczne podwórko - akcja promocyjna w powiecie krotoszy_skim,2-Jul-13,1-Jan-14,26-Feb-13,49000
,,,,Nauka po__czona z przyjemno_ci_? Dlaczego nie!,2-Oct-13,1-Apr-14,4-Mar-14,45770
,,,,Bezpieczniej w zagrodzie ,2-Oct-13,1-Jul-14,4-Mar-14,48130
,,,,Muzealna edukacja,2-Sep-12,1-Jan-13,9-Oct-12,50000
,,,,Lepiej zapobiega_ ni_ leczy_- akcja promocyjna w powiecie _redzkim,4-Aug-13,30-Jan-14,18-Mar-13,49800
,,,,Muzealna edukacja w powiecie leszczy_skim,3-Feb-13,1-Jun-13,17-Mar-13,46220
,,,,Bespieczne podwórko w 5 gminach koni_skich,3-Feb-13,1-Aug-13,26-Feb-13,49000
,,,,Historia a przysz_o__ polskiego rolnictwa - wyjazd edukacyjny,2-Feb-14,1-May-14,4-Mar-14,47309
,,,Wy_sza Szko_a Informatyki w _odzi,Szkolenia z zakresu obs_ugi komputera dla mieszka_ców obszarów wiejskich i miejsko-wiejskich powiatu kaliskiego,2-Sep-12,1-Jun-13,9-Oct-12,49890
,,,Wy_sza Szko_a Kadr Mened_erskich w Koninie,Kszta_cenie jako podstawa rozwoju osobistego i zawodowego sukcesu mieszka_ców obszarów wiejskich,2-Dec-12,1-Jun-13,12-Feb-13,49750
,,,Zespó_ Szkolno-Przedszkolny w Wi_ckowicach,"Dopiewska Inicjatywa Edukacyjna w ZSP w Wi_ckowicach: ""Wiedza i Umiej_tno_ci Paszportem do Przysz_o_ci""",2-Dec-12,1-Sep-13,31-Mar-13,48250
,,,"Zespó_ szkó_ Samorz_dowe Gimnazjum, Szkola Podstawowa i Przedszkole w Czaczu",Nowoczesna edukacja przedszkolna,2-Nov-12,1-Aug-13,25-Jun-13,41277
,,,"Zespó_ Szkó_: Samorz_dowe Gimnazjum, Szko_a Podstawowa i Przedszkole w Starym Bojanowie","""Rozwój Intelektualny Przedszkolaka""",2-Oct-13,1-Apr-14,21-Nov-13,50000
,,,Zespó_ Szkó_ Spo_ecznych Jaroci_skiego Stowarzyszenia Edukac,"Twoje kwalifikacje, Twoja przysz_o__- projekt podnosz_cy kwalifikacje oraz _wiadomo__ o korzy_ciach p_yn_cych z kszta_cenia i szkolenia si_, osobom mieszkaj_cych na terenach wiejskich, wiejsko-miejskich",2-Mar-12,1-May-12,1-Mar-12,21395.74
,,,Zespó_ Szkó_ w Kiszewie,Fotoszko_a w Zespole Szkó_ w Kiszewie,2-Jan-14,1-Jul-14,17-Dec-13,49890
,,,Ziemia Pleszewska - Nasz Dom,"""Edukacja dla bezpiecze_stwa w powiecie pleszewskim""",2-Mar-14,1-Aug-14,9-Feb-14,48422
,VI. Rynek pracy otwarty dla wszystkich,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,A&ATUT Wielkopolskie Centrum Komputerowe,Wy_sze kwalifikacje szans_ na lepsze jutro- szkolenia dla osób bezrobotnych z terenu Powiatu Pozna_skiego.,2-Apr-12,1-Jun-13,20-Jun-12,832172.8
,,,"Biuro Consultingowo - Handlowe ""Gwarancja""",Aktywizacja zawodowa osób niepe_nosprawnych.,6-May-12,1-May-14,20-Jun-12,402550
,,,Centrum Kompetencji Grupa Szkoleniowo - Doradcza Ewa Gawro_ska,"Aktywizacja zawodowa kobiet pozostaj_cych bez zatrudnienia, zamieszka_ych na terenie powiatu w_growieckiego.",16-Feb-12,1-Jun-13,5-Jun-12,715309
,,,Centrum Samorz_dno_ci i Regionalizmu,Start do pracy - rozwój karier zawodowych mieszka_ców w wieku 45 + w powiatach regionu wielkopolskiego.,4-Aug-13,1-Feb-15,16-Sep-13,532956.5
,,,Centrum samorz_dno_ci i Regionalizmu,Szansa na sukces zawodowy mieszka_ców powiatów regionu wielkopolskiego.,2-Apr-12,1-Dec-13,27-Jun-12,681622.8
,,,Centum Edukacji ATUT Wielkopolska Jaros_aw Jastrz_bski Spólka Jawna ,Edukacja szans_ na lepsz_ przysz_o__.,3-Jan-13,1-Nov-13,5-Dec-12,704413.01
,,,DEA Konsulting Izabela Tokarska,Kierunek praca - warsztaty doskonalenia zawodowego dla osób 45 +,2-Sep-13,1-Sep-14,8-Sep-13,494944
,,,Doradztwo w zakresie pozyskiwania Dotacji Unijnych,"Specjalista ds. Kadr i P_ac, nowy zawód - lepsza przysz_o__",2-Mar-13,1-Aug-14,15-Jan-13,204635.05
,,,EDUFIN- Us_ugi ksi_gowe i szkoleniowe,Klucz do sukcesu,2-Apr-12,1-Jan-14,17-Jun-12,517156
,,,Eureka sp. z o.o.,PRACOWNIK UTRZYMANIA CZYSTO_CI. Nowe szanse zawodowe dla osób pozostaj_cych bez zatrudnienia w Wielkopolsce.,2-Mar-12,1-Apr-13,26-Jun-12,911638
,,,"""EUROCONSULT"" Biuro Handlowe Zdzis_aw Lara",Szkolenia zawodowe - kluczem do sukcesu,2-Sep-13,1-Sep-15,29-Oct-13,1007960.9
,,,,Nowe kwalifikacje - lepszy start,2-Sep-13,1-Sep-15,29-Oct-13,1070680.73
,,,,Nowa Szansa z Certyfikatem.,2-Apr-12,1-Apr-14,20-Jun-12,983569.2
,,,Euro-Konsult Sp. z o.o,NOWOCZESNA KSI_GOWA- szans_ na podniesienie kwalifikacji zawodowych,2-Apr-12,1-Mar-14,20-Jun-12,1192346
,,,,Profesjonalny pracownik bran_y budowlanej,2-Apr-12,1-Jan-14,19-Jun-12,1531928
,,,Fundacja Familijny Pozna_,Podnie_ swoje kwalifikacje - b_d_ konkurencyjna na rynku pracy.,2-Mar-12,1-Aug-13,17-Jun-12,758070
,,,Fundacja im. Królowej Polski _w. Jadwiga,Praca na miar_ Twoich potrzeb. Elastyczne i alternatywne formy zatrudnienia,2-Aug-13,1-Feb-15,6-Nov-13,837972.76
,,,Fundacja Rozwoju Kapita_u Ludzkiego,"Wsparcie, szkolenie, sta_, zatrudnienie - dla mieszka_ców powiatów; s_upeckiego, koni_skiego ziemskiego, m. konina, koleskiego, tureckiego.",2-Apr-12,15-Dec-13,2-Jul-12,800071.5
,,,Fundacja Rozwoju Nauki i Przedsi_biorczo_ci,Nowe kwalifikacje - lepsza przysz_os_,2-Sep-13,1-May-15,10-Dec-13,896785.12
,,,,Akademia aktywno_ci- program aktywizacji zawodowej.,2-Mar-12,1-Jan-14,19-Jul-12,802160
,,,"Fundacja Sportów Ró_nych Osób Niepe_nosprawnych i Pe_nosprawnych ""Razem-Miezale_ni""",Daj sobie szans_- program aktywizacji zawodowej osób niepe_nosprawnych.,2-Mar-12,1-Sep-13,20-Jun-12,371376
,,,I&D STUDIO 2 Anna K_pi_ska - Fr_ckowiak ,Aktywizacja zawodowa mieszka_ców gminy Dopiewo pozostaj_cych bez zatrudnienia,2-Jul-13,1-Jan-15,21-Aug-13,239745
,,,O.K. Centrum J_zyków Obcych Sp. z o.o.,My kobiety!,2-Jul-13,1-Jul-14,14-Oct-13,902424
,,,"O_rodek Szkolenia Kierowców ""AUTODRIVE""",Prze_am bariery - wró_ na rynek pracy,2-Sep-13,1-Apr-15,9-Oct-13,681663
,,,"Polsko - Niemieckie Przedsi_biorstwo Szkolenia, Doradztwa i Konsultingu ""Profi - Kurs"" Sp. z o.o.",Spraw by 45+ sta_o sie Twoim atutem na rynku pracy,2-Jun-13,1-Jun-14,9-Oct-13,602022.56
,,,,Postaw na do_wiadczenie,2-Jul-13,1-Nov-14,29-Oct-13,522020
,,,Powiatowy Urzad Pracy w Chodzie_y,"Nowe kadry, nowe standardy- nowa jakos_ us_ug",2-Apr-12,1-Jan-14,26-Aug-12,186000
,,,,Nasze wsparcie-Twoja aktywno__-Twój sukces,2-Jan-12,1-Jan-13,11-Jul-12,2702184
,,,Powiatowy Urzad Pracy w Gnie_nie,Kwalifikacje drog_ do sukcesu.,2-Oct-13,1-Jan-16,29-Oct-13,941176.47
,,,,Profesjonalna kadra,2-Jan-12,1-Dec-13,31-Oct-12,340000
,,,,Perspektywa,2-Apr-12,1-Jan-13,5-Jul-12,3667250
,,,Powiatowy Urzad Pracy w Grodzisku Wielkopolskim,Zapraszamy do naszych szeregów,2-Mar-12,1-Jan-14,12-Sep-12,117000
,,,,B_d_ aktywny,2-Jan-12,1-Jan-13,16-Jul-12,1254584.96
,,,,Profesjonalna kadra.,2-Jun-13,1-Jan-16,10-Dec-13,250588.24
